                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.82372,                 3.1116,                 2.9666,                 1.3281,                0.00337,                      1,                0.06991,                0.03751,                0.00337,                      1,                0.06991,                0.05177,                0.72999,                   2.06,                 3.7965,                 1.1693,             0.00010002,             0.00010002,             0.00010002
